Date,Date (Days),Date (Years),Date Part (Years),Episode Title,Full Title,Movies or Series,Season,Title,Title + Season,Type,Type (group),avg titles per year,Documentary,Hours/Day,Length,Movie,Number of Records,Series
5/25/2019,"May 25, 2019",2019,2019,We Can Be Heroes,Supergirl: Season 2: We Can Be Heroes,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/26/2019,"May 26, 2019",2019,2019,Luthors,Supergirl: Season 2: Luthors,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/26/2019,"May 26, 2019",2019,2019,Mr. & Mrs. Mxzyptlk,Supergirl: Season 2: Mr. & Mrs. Mxzyptlk,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/26/2019,"May 26, 2019",2019,2019,The Martian Chronicles,Supergirl: Season 2: The Martian Chronicles,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/27/2019,"May 27, 2019",2019,2019,Exodus,Supergirl: Season 2: Exodus,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/27/2019,"May 27, 2019",2019,2019,Homecoming,Supergirl: Season 2: Homecoming,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/28/2019,"May 28, 2019",2019,2019,Ace Reporter,Supergirl: Season 2: Ace Reporter,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/28/2019,"May 28, 2019",2019,2019,Distant Sun,Supergirl: Season 2: Distant Sun,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/28/2019,"May 28, 2019",2019,2019,Star-Crossed,Supergirl: Season 2: Star-Crossed,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/29/2019,"May 29, 2019",2019,2019,Alex,Supergirl: Season 2: Alex,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
5/30/2019,"May 30, 2019",2019,2019,City of Lost Children,Supergirl: Season 2: City of Lost Children,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
6/1/2019,"June 1, 2019",2019,2019,Resist,Supergirl: Season 2: Resist,True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
6/2/2019,"June 2, 2019",2019,2019,"Nevertheless, She Persisted","Supergirl: Season 2: Nevertheless, She Persisted",True,Season 2,Supergirl,SupergirlSeason 2,Series,Series,1,,0.7,42,,1,1
6/3/2019,"June 3, 2019",2019,2019,The Book of Consequences: Chapter One: The Rise of the Green Light Babies,Black Lightning: Season 2: The Book of Consequences: Chapter One: The Rise of the Green Light Babies,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/3/2019,"June 3, 2019",2019,2019,The Book of Consequences: Chapter Two: Black Jesus Blues,Black Lightning: Season 2: The	Book of Consequences: Chapter Two: Black Jesus Blues,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/5/2019,"June 5, 2019",2019,2019,The Book of Consequences: Chapter Four: Translucent Freak,Black Lightning: Season 2: The	Book of Consequences: Chapter Four: Translucent Freak,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/5/2019,"June 5, 2019",2019,2019,The Book of Consequences: Chapter Three: Master Lowry,Black Lightning: Season 2: The	Book of Consequences: Chapter Three: Master Lowry,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/6/2019,"June 6, 2019",2019,2019,The Book of Blood: Chapter One: Requiem,Black Lightning: Season 2: The Book of Blood: Chapter One: Requiem,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/6/2019,"June 6, 2019",2019,2019,The Book of Blood: Chapter Two: The Perdi,Black Lightning: Season 2: The Book of Blood: Chapter Two: The Perdi,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/8/2019,"June 8, 2019",2019,2019,The Book of Blood: Chapter Three: The Sange,Black Lightning: Season 2: The Book of Blood: Chapter Three: The Sange,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/9/2019,"June 9, 2019",2019,2019,The Book of Rebellion: Chapter One: Exodus,Black Lightning: Season 2: The Book of Rebellion: Chapter One: Exodus,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/11/2019,"June 11, 2019",2019,2019,The Book of Rebellion: Chapter Three: Angelitos Negros,Black Lightning: Season 2: The	Book of Rebellion: Chapter Three: Angelitos Negros,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/11/2019,"June 11, 2019",2019,2019,The Book of Rebellion: Chapter Two: Gift of Magi,Black Lightning: Season 2: The	Book of Rebellion: Chapter Two: Gift of Magi,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/12/2019,"June 12, 2019",2019,2019,The Book of Secrets: Chapter One: Prodigal Son,Black Lightning: Season 2: The	Book of Secrets: Chapter One: Prodigal Son,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/14/2019,"June 14, 2019",2019,2019,The Book of Secrets: Chapter Two: Just and Unjust,Black Lightning: Season 2: The	Book of Secrets: Chapter Two: Just and Unjust,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/15/2019,"June 15, 2019",2019,2019,The Book of Apocalypse: Chapter One: The Alpha,Black Lightning: Season 2: The Book of Apocalypse: Chapter One: The Alpha,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/15/2019,"June 15, 2019",2019,2019,The Book of Apocalypse: Chapter Two: The Omega,Black Lightning: Season 2: The Book of Apocalypse: Chapter Two: The Omega,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/15/2019,"June 15, 2019",2019,2019,The Book of Secrets: Chapter Four: Original Sin,Black Lightning: Season 2: The	Book of Secrets: Chapter Four: Original Sin,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
6/15/2019,"June 15, 2019",2019,2019,The Book of Secrets: Chapter Three: Pillar of Fire,Black Lightning: Season 2: The	Book of Secrets: Chapter Three: Pillar of Fire,True,Season 2,Black Lightning,Black LightningSeason 2,Series,Series,1,,0.716666667,43,,1,1
1/30/2020,"January 30, 2020",2020,2020,Conner,Titans: Season 2: Conner,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.716666667,43,,1,1
1/30/2020,"January 30, 2020",2020,2020,Deathstroke,Titans: Season 2: Deathstroke,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.716666667,43,,1,1
1/31/2020,"January 31, 2020",2020,2020,Bruce Wayne,Titans: Season 2: Bruce Wayne,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.716666667,43,,1,1
1/29/2020,"January 29, 2020",2020,2020,Aqualad,Titans: Season 2: Aqualad,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.733333333,44,,1,1
2/3/2020,"February 3, 2020",2020,2020,Fallen,Titans: Season 2: Fallen,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.733333333,44,,1,1
8/17/2019,"August 17, 2019",2019,2019,"Did You Do This? No, You Did It!","Fargo: Season 2: Did You Do This? No, You Did It!",True,Season 2,Fargo,FargoSeason 2,Series,Series,1,,0.766666667,46,,1,1
8/22/2020,"August 22, 2020",2020,2020,The Seven Stages,The Umbrella Academy: Season 2: The Seven Stages,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.766666667,46,,1,1
2/3/2020,"February 3, 2020",2020,2020,Atonement,Titans: Season 2: Atonement,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.766666667,46,,1,1
10/25/2020,"October 25, 2020",2020,2020,Bit by a Dead Bee,Breaking Bad: Season 2: Bit by a Dead Bee,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/25/2020,"October 25, 2020",2020,2020,Breakage,Breaking Bad: Season 2: Breakage,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/25/2020,"October 25, 2020",2020,2020,Down,Breaking Bad: Season 2: Down,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/25/2020,"October 25, 2020",2020,2020,Negro y Azul,Breaking Bad: Season 2: Negro y Azul,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/25/2020,"October 25, 2020",2020,2020,Peekaboo,Breaking Bad: Season 2: Peekaboo,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/25/2020,"October 25, 2020",2020,2020,Seven Thirty-Seven,Breaking Bad: Season 2: Seven Thirty-Seven,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/26/2020,"October 26, 2020",2020,2020,4 Days Out,Breaking Bad: Season 2: 4 Days Out,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/26/2020,"October 26, 2020",2020,2020,Better Call Saul,Breaking Bad: Season 2: Better Call Saul,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/26/2020,"October 26, 2020",2020,2020,Mandala,Breaking Bad: Season 2: Mandala,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/26/2020,"October 26, 2020",2020,2020,Over,Breaking Bad: Season 2: Over,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/27/2020,"October 27, 2020",2020,2020,ABQ,Breaking Bad: Season 2: ABQ,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/27/2020,"October 27, 2020",2020,2020,Phoenix,Breaking Bad: Season 2: Phoenix,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.783333333,47,,1,1
8/3/2020,"August 3, 2020",2020,2020,Right Back Where We Started,The Umbrella Academy: Season 2: Right Back Where We Started,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.783333333,47,,1,1
8/17/2020,"August 17, 2020",2020,2020,Valhalla,The Umbrella Academy: Season 2: Valhalla,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.783333333,47,,1,1
8/22/2020,"August 22, 2020",2020,2020,Ã–ga for Ã–ga,The Umbrella Academy: Season 2: Ã–ga for Ã–ga,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.783333333,47,,1,1
1/29/2020,"January 29, 2020",2020,2020,Ghosts,Titans: Season 2: Ghosts,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.783333333,47,,1,1
10/25/2020,"October 25, 2020",2020,2020,Grilled,Breaking Bad: Season 2: Grilled,True,Season 2,Breaking Bad,Breaking BadSeason 2,Series,Series,1,,0.8,48,,1,1
8/16/2019,"August 16, 2019",2019,2019,Fear and Trembling,Fargo: Season 2: Fear and Trembling,True,Season 2,Fargo,FargoSeason 2,Series,Series,1,,0.8,48,,1,1
8/18/2019,"August 18, 2019",2019,2019,Palindrome,Fargo: Season 2: Palindrome,True,Season 2,Fargo,FargoSeason 2,Series,Series,1,,0.8,48,,1,1
8/6/2020,"August 6, 2020",2020,2020,The Frankel Footage,The Umbrella Academy: Season 2: The Frankel Footage,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.8,48,,1,1
8/6/2020,"August 6, 2020",2020,2020,The Swedish Job,The Umbrella Academy: Season 2: The Swedish Job,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.8,48,,1,1
8/8/2020,"August 8, 2020",2020,2020,The Majestic 12,The Umbrella Academy: Season 2: The Majestic 12,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.8,48,,1,1
2/4/2020,"February 4, 2020",2020,2020,E.L._.O.,Titans: Season 2: E.L._.O.,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.8,48,,1,1
8/12/2019,"August 12, 2019",2019,2019,Waiting for Dutch,Fargo: Season 2: Waiting for Dutch,True,Season 2,Fargo,FargoSeason 2,Series,Series,1,,0.816666667,49,,1,1
7/30/2021,"July 30, 2021",2021,2021,Back to the Future,The Movies That Made Us: Season 2: Back to the Future,True,Season 2,The Movies That Made Us,The Movies That Made UsSeason 2,Series,Series,1,,0.816666667,49,,1,1
7/31/2021,"July 31, 2021",2021,2021,Forrest Gump,The Movies That Made Us: Season 2: Forrest Gump,True,Season 2,The Movies That Made Us,The Movies That Made UsSeason 2,Series,Series,1,,0.816666667,49,,1,1
9/17/2021,"September 17, 2021",2021,2021,Jurassic Park,The Movies That Made Us: Season 2: Jurassic Park,True,Season 2,The Movies That Made Us,The Movies That Made UsSeason 2,Series,Series,1,,0.816666667,49,,1,1
1/3/2022,"January 3, 2022",2022,2022,Pretty Woman,The Movies That Made Us: Season 2: Pretty Woman,True,Season 2,The Movies That Made Us,The Movies That Made UsSeason 2,Series,Series,1,,0.816666667,49,,1,1
8/22/2020,"August 22, 2020",2020,2020,The End of Something,The Umbrella Academy: Season 2: The End of Something,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.816666667,49,,1,1
2/2/2020,"February 2, 2020",2020,2020,Jericho,Titans: Season 2: Jericho,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.816666667,49,,1,1
2/5/2020,"February 5, 2020",2020,2020,Faux-Hawk,Titans: Season 2: Faux-Hawk,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.816666667,49,,1,1
8/20/2020,"August 20, 2020",2020,2020,A Light Supper,The Umbrella Academy: Season 2: A Light Supper,True,Season 2,The Umbrella Academy,The Umbrella AcademySeason 2,Series,Series,1,,0.833333333,50,,1,1
2/26/2020,"February 26, 2020",2020,2020,Nightwing,Titans: Season 2: Nightwing,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.833333333,50,,1,1
8/18/2019,"August 18, 2019",2019,2019,The Castle,Fargo: Season 2: The Castle,True,Season 2,Fargo,FargoSeason 2,Series,Series,1,,0.866666667,52,,1,1
1/26/2020,"January 26, 2020",2020,2020,Trigon,Titans: Season 2: Trigon,True,Season 2,Titans,TitansSeason 2,Series,Series,1,,0.866666667,52,,1,1
7/29/2019,"July 29, 2019",2019,2019,Dark Matter,Dark: Season 2: Dark Matter,True,Season 2,Dark,DarkSeason 2,Series,Series,1,,0.883333333,53,,1,1
7/29/2019,"July 29, 2019",2019,2019,Beginnings and Endings,Dark: Season 2: Beginnings and Endings,True,Season 2,Dark,DarkSeason 2,Series,Series,1,,0.9,54,,1,1
7/31/2019,"July 31, 2019",2019,2019,Lost and Found,Dark: Season 2: Lost and Found,True,Season 2,Dark,DarkSeason 2,Series,Series,1,,0.9,54,,1,1
8/16/2019,"August 16, 2019",2019,2019,The Myth of Sysiphus,Fargo: Season 2: The Myth of Sysiphus,True,Season 2,Fargo,FargoSeason 2,Series,Series,1,,0.9,54,,1,1
8/17/2019,"August 17, 2019",2019,2019,Loplop,Fargo: Season 2: Loplop,True,Season 2,Fargo,FargoSeason 2,Series,Series,1,,0.916666667,55,,1,1
3/23/2019,"March 23, 2019",2019,2019,The Red Angel,Star Trek: Discovery: Season 2: The Red Angel,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
4/2/2019,"April 2, 2019",2019,2019,Perpetual Infinity,Star Trek: Discovery: Season 2: Perpetual Infinity,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
4/6/2019,"April 6, 2019",2019,2019,Through the Valley of Shadows,Star Trek: Discovery: Season 2: Through the Valley of Shadows,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
4/12/2019,"April 12, 2019",2019,2019,Such Sweet Sorrow,Star Trek: Discovery: Season 2: Such Sweet Sorrow,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
4/24/2019,"April 24, 2019",2019,2019,"Such Sweet Sorrow, Pt. 2","Star Trek: Discovery: Season 2: Such Sweet Sorrow, Pt. 2",True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
12/19/2021,"December 19, 2021",2021,2021,A Grain of Truth,The Witcher: Season 2: A Grain of Truth,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
12/20/2021,"December 20, 2021",2021,2021,Kaer Morhen,The Witcher: Season 2: Kaer Morhen,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
12/21/2021,"December 21, 2021",2021,2021,What Is Lost,The Witcher: Season 2: What Is Lost,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
12/22/2021,"December 22, 2021",2021,2021,Redanian Intelligence,The Witcher: Season 2: Redanian Intelligence,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
12/23/2021,"December 23, 2021",2021,2021,Dear Friend...,The Witcher: Season 2: Dear Friend...,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
12/23/2021,"December 23, 2021",2021,2021,Turn Your Back,The Witcher: Season 2: Turn Your Back,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
12/27/2021,"December 27, 2021",2021,2021,Family,The Witcher: Season 2: Family,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
12/27/2021,"December 27, 2021",2021,2021,Voleth Meir,The Witcher: Season 2: Voleth Meir,True,Season 2,The Witcher,The WitcherSeason 2,Series,Series,1,,0.916666667,55,,1,1
7/30/2019,"July 30, 2019",2019,2019,The Travelers,Dark: Season 2: The Travelers,True,Season 2,Dark,DarkSeason 2,Series,Series,1,,0.933333333,56,,1,1
7/31/2019,"July 31, 2019",2019,2019,An Endless Cycle,Dark: Season 2: An Endless Cycle,True,Season 2,Dark,DarkSeason 2,Series,Series,1,,0.933333333,56,,1,1
4/16/2019,"April 16, 2019",2019,2019,Chapter Twelve: The Epiphany,Chilling Adventures of Sabrina: Part 2: Chapter Twelve: The Epiphany,True,Season 2,Chilling Adventures of Sabrina,Chilling Adventures of SabrinaSeason 2,Series,Series,1,,0.95,57,,1,1
4/18/2019,"April 18, 2019",2019,2019,Chapter Thirteen: The Passion of Sabrina Spellman,Chilling Adventures of Sabrina: Part 2: Chapter Thirteen: The Passion of Sabrina Spellman,True,Season 2,Chilling Adventures of Sabrina,Chilling Adventures of SabrinaSeason 2,Series,Series,1,,0.95,57,,1,1
4/21/2019,"April 21, 2019",2019,2019,Chapter Fourteen: Lupercalia,Chilling Adventures of Sabrina: Part 2: Chapter Fourteen: Lupercalia,True,Season 2,Chilling Adventures of Sabrina,Chilling Adventures of SabrinaSeason 2,Series,Series,1,,0.95,57,,1,1
5/3/2019,"May 3, 2019",2019,2019,Chapter Fifteen: Doctor Cerberus's House of Horror,Chilling Adventures of Sabrina: Part 2: Chapter Fifteen: Doctor Cerberus's House of Horror,True,Season 2,Chilling Adventures of Sabrina,Chilling Adventures of SabrinaSeason 2,Series,Series,1,,0.95,57,,1,1
5/4/2019,"May 4, 2019",2019,2019,Chapter Sixteen: Blackwood,Chilling Adventures of Sabrina: Part 2: Chapter Sixteen: Blackwood,True,Season 2,Chilling Adventures of Sabrina,Chilling Adventures of SabrinaSeason 2,Series,Series,1,,0.95,57,,1,1
5/17/2019,"May 17, 2019",2019,2019,Chapter Seventeen: The Missionaries,Chilling Adventures of Sabrina: Part 2: Chapter Seventeen: The Missionaries,True,Season 2,Chilling Adventures of Sabrina,Chilling Adventures of SabrinaSeason 2,Series,Series,1,,0.95,57,,1,1
